id,label
10159,0.9975
1016,0.4643773138523102
10160,0.0025
10161,0.0025
10162,0.9975
10163,0.9975
10164,0.9975
10165,0.9975
10166,0.9975
10167,0.9975
10168,0.9748111963272095
10169,0.9975
1017,0.0025
10170,0.0025
10171,0.0025
10172,0.9975
10173,0.0025
10174,0.0025
10175,0.0025
10176,0.9975
10177,0.9975
10178,0.0025
10179,0.9975
1018,0.9975
10180,0.0025
10181,0.9975
10182,0.0025
10183,0.0025
10184,0.0025
10185,0.9975
10186,0.9975
10187,0.9975
10188,0.0025
10189,0.9975
1019,0.9975
10190,0.9975
10191,0.0025
10192,0.9975
10193,0.0025
10194,0.0025
10195,0.9975
10196,0.9975
10197,0.9975
10198,0.0025
10199,0.0025
102,0.9975
1020,0.0025
10200,0.0025
10201,0.0025
10202,0.9975
10203,0.9975
10204,0.0025
10205,0.0025
10206,0.0025
10207,0.9975
10208,0.9975
10209,0.9975
1021,0.007906557992100716
10210,0.0025
10211,0.0025
10212,0.0025
10213,0.9460523128509521
10214,0.9975
10215,0.0025
10216,0.9975
10217,0.9975
10218,0.0025
10219,0.0025
1022,0.0025
10220,0.9975
10221,0.9975
10222,0.9975
10223,0.0025
10224,0.0025
10225,0.0025
10226,0.0025
10227,0.0025
10228,0.0025
10229,0.0025
1023,0.0025
10230,0.7492330074310303
10231,0.9975
10232,0.9975
10233,0.9975
10234,0.0025
10235,0.0025
10236,0.0025
10237,0.0025
10238,0.9975
10239,0.0025
1024,0.0025
10240,0.0025
10241,0.9975
10242,0.9975
10243,0.9975
10244,0.9975
10245,0.9975
10246,0.9809369444847107
10247,0.9975
10248,0.0025
10249,0.9975
1025,0.0025
10250,0.0025
10251,0.9975
10252,0.0025
10253,0.9975
10254,0.9975
10255,0.9975
10256,0.9975
10257,0.0025
10258,0.9975
10259,0.9975
1026,0.16612116992473602
10260,0.0025
10261,0.9975
10262,0.9975
10263,0.9975
10264,0.0025
10265,0.0025
10266,0.0025
10267,0.0025
10268,0.9975
10269,0.9975
1027,0.0025
10270,0.0025
10271,0.9975
10272,0.0025
10273,0.0025
10274,0.0025
10275,0.9975
10276,0.0025
10277,0.59701007604599
10278,0.0025
10279,0.9975
1028,0.0025
10280,0.9973129630088806
10281,0.9975
10282,0.9863272905349731
10283,0.9975
10284,0.9975
10285,0.9975
10286,0.0025
10287,0.0025
10288,0.0025
10289,0.0025
1029,0.0025
10290,0.9975
10291,0.9975
10292,0.0025
10293,0.9975
10294,0.0025
10295,0.0025
10296,0.0025
10297,0.9975
10298,0.9975
10299,0.0033037627581506968
103,0.0025
1030,0.0025
10300,0.9975
10301,0.0025
10302,0.9975
10303,0.0025
10304,0.9975
10305,0.9975
10306,0.9975
10307,0.9771869778633118
10308,0.0025
10309,0.0025
1031,0.0025
10310,0.4875013530254364
10311,0.0025
10312,0.0025
10313,0.9975
10314,0.0025
10315,0.9975
10316,0.9876607656478882
10317,0.9975
10318,0.0025
10319,0.8688726425170898
1032,0.9957214593887329
10320,0.9975
10321,0.9975
10322,0.9975
10323,0.9905955791473389
10324,0.9975
10325,0.0025
10326,0.9975
10327,0.9958173632621765
10328,0.0025
10329,0.9975
1033,0.9975
10330,0.0025
10331,0.0025
10332,0.9975
10333,0.0025
10334,0.0025
10335,0.9975
10336,0.0025
10337,0.0025
10338,0.002756458008661866
10339,0.9975
1034,0.9975
10340,0.0025
10341,0.0025
10342,0.9975
10343,0.0025
10344,0.9975
10345,0.9975
10346,0.0025
10347,0.0025
10348,0.9975
10349,0.9975
1035,0.0025
10350,0.9975
10351,0.0025
10352,0.9975
10353,0.0025
10354,0.9975
10355,0.9975
10356,0.0025
10357,0.9975
10358,0.0025
10359,0.9975
1036,0.9975
10360,0.0025
10361,0.0025
10362,0.0025
10363,0.0025
10364,0.9975
10365,0.0025
10366,0.9975
10367,0.9975
10368,0.9975
10369,0.0025
1037,0.9975
10370,0.9853212237358093
10371,0.0025
10372,0.9962881803512573
10373,0.0025
10374,0.9975
10375,0.0025
10376,0.0025
10377,0.0025
10378,0.0025
10379,0.9975
1038,0.9975
10380,0.9975
10381,0.0025
10382,0.0025
10383,0.0025
10384,0.9975
10385,0.9975
10386,0.0025
10387,0.9975
10388,0.0025
10389,0.0025
1039,0.0025
10390,0.9975
10391,0.0025
10392,0.0025
10393,0.0025
10394,0.0025
10395,0.9975
10396,0.9529521465301514
10397,0.0025
10398,0.0025
10399,0.9975
104,0.0025
1040,0.9975
10400,0.9975
10401,0.0025
10402,0.0025
10403,0.9975
10404,0.0025
10405,0.0025
10406,0.9078458547592163
10407,0.0025
10408,0.007162557914853096
10409,0.9975
1041,0.0025
10410,0.0025
10411,0.005611265543848276
10412,0.0025
10413,0.0025
10414,0.9206690788269043
10415,0.9975
10416,0.0025
10417,0.0025
10418,0.0025
10419,0.9975
1042,0.9249179363250732
10420,0.9975
10421,0.9975
10422,0.7991988658905029
10423,0.0025
10424,0.0025
10425,0.9975
10426,0.0025
10427,0.9975
10428,0.979215681552887
10429,0.9975
1043,0.0025
10430,0.0025
10431,0.0025
10432,0.9975
10433,0.9975
10434,0.9975
10435,0.0025
10436,0.9975
10437,0.0025
10438,0.9975
10439,0.0025
1044,0.9975
10440,0.0025
10441,0.0025
10442,0.9975
10443,0.9975
10444,0.9975
10445,0.9975
10446,0.9975
10447,0.9975
10448,0.9975
10449,0.9975
1045,0.0025
10450,0.0025
10451,0.0025
10452,0.0025
10453,0.9975
10454,0.0025
10455,0.0025
10456,0.6362218260765076
10457,0.0025
10458,0.9975
10459,0.0025
1046,0.0025
10460,0.0025
10461,0.0025
10462,0.9975
10463,0.0025
10464,0.9975
10465,0.9975
10466,0.9975
10467,0.0025
10468,0.0025
10469,0.0025
1047,0.0025
10470,0.0025
10471,0.0025
10472,0.0025
10473,0.9975
10474,0.9975
10475,0.0025
10476,0.9975
10477,0.0025
10478,0.9975
10479,0.9975
1048,0.9975
10480,0.0025
10481,0.0025
10482,0.0025
10483,0.0025
10484,0.9975
10485,0.9975
10486,0.0025
10487,0.9975
10488,0.9975
10489,0.0025
1049,0.0025
10490,0.9975
10491,0.0025
10492,0.9975
10493,0.0025
10494,0.9975
10495,0.0025
10496,0.9975
10497,0.9975
10498,0.0025
10499,0.9975
105,0.9975
1050,0.0025
10500,0.9975
10501,0.9975
10502,0.9975
10503,0.0025
10504,0.9975
10505,0.9975
10506,0.0025
10507,0.349308043718338
10508,0.0025
10509,0.9975
1051,0.0025
10510,0.0025
10511,0.0025
10512,0.0026246444322168827
10513,0.0025
10514,0.9975
10515,0.0025
10516,0.9975
10517,0.9975
10518,0.9975
10519,0.0025
1052,0.9975
10520,0.9975
10521,0.0025
10522,0.9975
10523,0.9975
10524,0.9975
10525,0.9947139620780945
10526,0.9975
10527,0.0025
10528,0.0025
10529,0.0025
1053,0.9975
10530,0.0025
10531,0.9975
10532,0.0025
10533,0.0025
10534,0.9975
10535,0.0025
10536,0.0025
10537,0.9975
10538,0.0025
10539,0.0025
1054,0.9975
10540,0.9975
10541,0.9975
10542,0.9975
10543,0.0025
10544,0.0025
10545,0.0025
10546,0.0025
10547,0.9975
10548,0.9975
10549,0.0025
1055,0.9975
10550,0.9975
10551,0.9975
10552,0.0025
10553,0.0025
10554,0.9975
10555,0.0025
10556,0.9975
10557,0.0025
10558,0.9975
10559,0.9975
1056,0.9975
10560,0.0025
10561,0.9975
10562,0.9975
10563,0.9975
10564,0.9975
10565,0.9975
10566,0.9975
10567,0.9975
10568,0.9975
10569,0.9975
1057,0.9975
10570,0.9786954522132874
10571,0.9975
10572,0.0025
10573,0.0025
10574,0.9975
10575,0.0025
10576,0.0025
10577,0.0025
10578,0.9975
10579,0.9975
1058,0.9975
10580,0.9975
10581,0.9975
10582,0.0025
10583,0.9975
10584,0.9975
10585,0.0025
10586,0.0025
10587,0.9975
10588,0.9975
10589,0.0025
1059,0.9975
10590,0.0025
10591,0.9975
10592,0.007065022364258766
10593,0.9975
10594,0.9975
10595,0.9975
10596,0.0025
10597,0.0025
10598,0.9975
10599,0.9975
106,0.9975
1060,0.0025
10600,0.9975
10601,0.9975
10602,0.9975
10603,0.0025
10604,0.0025
10605,0.0025
10606,0.9975
10607,0.0025
10608,0.9975
10609,0.9975
1061,0.0025
10610,0.9975
10611,0.0025
10612,0.9975
10613,0.0025
10614,0.0025
10615,0.0025
10616,0.9975
10617,0.0025
10618,0.0025
10619,0.0025
1062,0.0025
10620,0.9975
10621,0.0025
10622,0.9975
10623,0.0025
10624,0.0025
10625,0.9975
10626,0.0025
10627,0.0025
10628,0.0025
10629,0.9975
1063,0.0025
10630,0.0025
10631,0.0025
10632,0.9975
10633,0.9975
10634,0.0025
10635,0.0025
10636,0.9969077706336975
10637,0.0025
10638,0.0025
10639,0.9975
1064,0.0025
10640,0.9975
10641,0.9975
10642,0.9975
10643,0.0025
10644,0.9975
10645,0.9975
10646,0.7204042673110962
10647,0.0025
10648,0.9975
10649,0.0025
1065,0.0025
10650,0.0025
10651,0.9975
10652,0.0025
10653,0.0025
10654,0.0025
10655,0.0025
10656,0.9975
10657,0.0025
10658,0.9975
10659,0.9975
1066,0.9975
10660,0.0025
10661,0.9975
10662,0.9975
10663,0.9975
10664,0.0025
10665,0.0025
10666,0.9975
10667,0.9975
10668,0.0025
10669,0.0025
1067,0.9975
10670,0.0025
10671,0.0025
10672,0.0025
10673,0.9975
10674,0.0025
10675,0.0025
10676,0.2423485666513443
10677,0.22559794783592224
10678,0.0025
10679,0.0025
1068,0.9975
10680,0.9975
10681,0.0025
10682,0.0025
10683,0.9975
10684,0.9975
10685,0.0025
10686,0.0025
10687,0.0025
10688,0.9975
10689,0.9975
1069,0.0025
10690,0.0025
10691,0.0025
10692,0.9975
10693,0.0025
10694,0.0025
10695,0.9975
10696,0.9975
10697,0.9975
10698,0.0025
10699,0.9975
107,0.0025
1070,0.9975
10700,0.0025
10701,0.9975
10702,0.9975
10703,0.006492862943559885
10704,0.0025
10705,0.9943496584892273
10706,0.9975
10707,0.9975
10708,0.0025
10709,0.9975
1071,0.0025
10710,0.9975
10711,0.0025
10712,0.9975
10713,0.0025
10714,0.9975
10715,0.9975
10716,0.0025
10717,0.9975
10718,0.0025
10719,0.9975
1072,0.997157096862793
10720,0.9975
10721,0.0025
10722,0.0025
10723,0.9950947761535645
10724,0.9975
10725,0.9975
10726,0.0025
10727,0.0025
10728,0.0025
10729,0.0025
1073,0.0025
10730,0.9975
10731,0.9975
10732,0.0025
10733,0.9887036681175232
10734,0.0025
10735,0.0025
10736,0.9975
10737,0.0025
10738,0.9975
10739,0.9975
1074,0.9975
10740,0.0025
10741,0.0025
10742,0.9975
10743,0.9975
10744,0.9975
10745,0.019629018381237984
10746,0.0025
10747,0.0025
10748,0.0025
10749,0.0025
1075,0.9975
10750,0.9975
10751,0.0025
10752,0.9975
10753,0.9975
10754,0.0025
10755,0.9975
10756,0.9975
10757,0.0025
10758,0.9975
10759,0.0025
1076,0.0025
10760,0.0025
10761,0.0926191434264183
10762,0.0025
10763,0.0025
10764,0.0025
10765,0.9975
10766,0.9975
10767,0.9975
10768,0.9975
10769,0.9975
1077,0.2515261769294739
10770,0.9975
10771,0.9975
10772,0.9622364640235901
10773,0.9975
10774,0.0025
10775,0.0025
10776,0.0025
10777,0.9975
10778,0.0025
10779,0.0025
1078,0.0025
10780,0.0025
10781,0.0025
10782,0.9975
10783,0.0025
10784,0.0025
10785,0.9975
10786,0.0025
10787,0.997147262096405
10788,0.9975
10789,0.0025
1079,0.9975
10790,0.572935163974762
10791,0.0025
10792,0.0025
10793,0.0025
10794,0.9975
10795,0.9975
10796,0.0025
10797,0.0025
10798,0.9975
10799,0.0025
108,0.0025
1080,0.9975
10800,0.021870696917176247
10801,0.9975
10802,0.0025
10803,0.0025
10804,0.9975
10805,0.0036542084999382496
10806,0.9975
10807,0.0025
10808,0.9975
10809,0.0025
1081,0.9975
10810,0.0025
10811,0.9975
10812,0.0025
10813,0.0025
10814,0.0025
10815,0.6617729663848877
10816,0.0025
10817,0.0025
10818,0.0025
10819,0.0025
1082,0.9975
10820,0.9975
10821,0.9975
10822,0.0025
10823,0.0025
10824,0.0025
10825,0.9975
10826,0.9975
10827,0.0025
10828,0.0025
10829,0.9975
1083,0.9975
10830,0.0025
10831,0.9975
10832,0.9975
10833,0.0025
10834,0.0030275038443505764
10835,0.0025
10836,0.9505562782287598
10837,0.0025
10838,0.9975
10839,0.0025
1084,0.0025
10840,0.0025
10841,0.0025
10842,0.009557675570249557
10843,0.0025
10844,0.9975
10845,0.9975
10846,0.0025
10847,0.9975
10848,0.9975
10849,0.0025
1085,0.0025
10850,0.0025
10851,0.9975
10852,0.5766134858131409
10853,0.9975
10854,0.9975
10855,0.9975
10856,0.0025
10857,0.9975
10858,0.9975
10859,0.9975
1086,0.9975
10860,0.0025
10861,0.9975
10862,0.0025
10863,0.9975
10864,0.7857006192207336
10865,0.0025
10866,0.9975
10867,0.0025
10868,0.0025
10869,0.9975
1087,0.3981284499168396
10870,0.0025
10871,0.0025
10872,0.9975
10873,0.0025
10874,0.0025
10875,0.9975
10876,0.9975
10877,0.0025
10878,0.0025
10879,0.9975
1088,0.0025
10880,0.0025
10881,0.9975
10882,0.8711300492286682
10883,0.9975
10884,0.0025
10885,0.0025
10886,0.0025
10887,0.0025
10888,0.9975
10889,0.0025
1089,0.9975
10890,0.0025
10891,0.0025
10892,0.9975
10893,0.0025
10894,0.0025
10895,0.9972917437553406
10896,0.9975
10897,0.9975
10898,0.9975
10899,0.9975
109,0.9954870343208313
1090,0.0025
10900,0.9975
10901,0.0025
10902,0.9975
10903,0.9975
10904,0.9975
10905,0.9975
10906,0.0025
10907,0.9975
10908,0.0025
10909,0.9975
1091,0.9975
10910,0.0025
10911,0.9975
10912,0.9975
10913,0.0025
10914,0.9975
10915,0.0025
10916,0.9975
10917,0.0025
10918,0.0025
10919,0.9975
1092,0.01019375305622816
10920,0.9975
10921,0.06001304090023041
10922,0.0025
10923,0.002623077016323805
10924,0.9975
10925,0.9975
10926,0.9975
10927,0.0025
10928,0.0025
10929,0.9975
1093,0.9975
10930,0.9975
10931,0.0025
10932,0.9975
10933,0.0025
10934,0.0025
10935,0.9975
10936,0.9975
10937,0.9975
10938,0.0025
10939,0.0025
1094,0.9975
10940,0.9975
10941,0.0025
10942,0.0025
10943,0.0025
10944,0.0025
10945,0.0025
10946,0.9975
10947,0.0025
10948,0.9975
10949,0.0025
1095,0.9975
10950,0.0025
10951,0.9975
10952,0.9975
10953,0.0025
10954,0.9975
10955,0.0025
10956,0.0025
10957,0.9975
10958,0.0025
10959,0.9975
1096,0.9786705374717712
10960,0.0025
10961,0.9975
10962,0.9975
10963,0.9975
10964,0.0025
10965,0.0025
10966,0.9975
10967,0.0025
10968,0.9975
10969,0.0025
1097,0.0025
10970,0.0025
10971,0.0025
10972,0.0025
10973,0.9975
10974,0.9975
10975,0.0025
10976,0.9975
10977,0.0025
10978,0.0025
10979,0.9975
1098,0.0025
10980,0.0025
10981,0.9884477257728577
10982,0.9890183210372925
10983,0.9975
10984,0.9975
10985,0.9975
10986,0.0025
10987,0.0025
10988,0.0025
10989,0.0025
1099,0.0025
10990,0.9975
10991,0.0025
10992,0.0025
10993,0.9975
10994,0.9960675239562988
10995,0.0025
10996,0.9975
10997,0.0025
10998,0.9975
10999,0.0025
11,0.0025
110,0.9975
1100,0.9975
11000,0.0025
11001,0.9975
11002,0.9975
11003,0.0025
11004,0.0025
11005,0.9975
11006,0.9975
11007,0.9975
11008,0.0025
11009,0.0025
1101,0.9975
11010,0.9975
11011,0.9953796863555908
11012,0.9975
11013,0.9975
11014,0.9975
11015,0.9975
11016,0.9975
11017,0.0025
11018,0.0025
11019,0.9975
1102,0.0025
11020,0.9975
11021,0.9975
11022,0.0025
11023,0.9975
11024,0.9975
11025,0.0025
11026,0.0025
11027,0.9975
11028,0.0025
11029,0.0807105228304863
1103,0.0025
11030,0.9975
11031,0.0025
11032,0.0025
11033,0.9975
11034,0.9975
11035,0.9975
11036,0.9975
11037,0.9975
11038,0.0025
11039,0.0025
1104,0.0025
11040,0.0025
11041,0.9975
11042,0.0025
11043,0.9975
11044,0.9975
11045,0.0025
11046,0.9975
11047,0.9975
11048,0.9975
11049,0.0025
1105,0.9971478581428528
11050,0.9975
11051,0.9975
11052,0.0025
11053,0.9975
11054,0.9975
11055,0.0025
11056,0.0025
11057,0.9975
11058,0.0025
11059,0.0025
1106,0.9975
11060,0.0025
11061,0.0025
11062,0.9975
11063,0.9975
11064,0.0025
11065,0.9975
11066,0.9975
11067,0.0025
11068,0.0025
11069,0.9975
1107,0.0025
11070,0.9975
11071,0.9975
11072,0.0025
11073,0.024703938513994217
11074,0.0025
11075,0.0025
11076,0.0025
11077,0.0025
11078,0.0025
11079,0.9975
1108,0.9975
11080,0.9975
11081,0.9975
11082,0.0025
11083,0.9975
11084,0.9975
11085,0.9975
11086,0.0025
11087,0.0025
11088,0.0025
11089,0.9975
1109,0.0025
11090,0.9975
11091,0.016425982117652893
11092,0.9975
11093,0.9975
11094,0.0025
11095,0.9975
11096,0.9975
11097,0.9975
11098,0.0025
11099,0.006510176230221987
111,0.9975
1110,0.0025
11100,0.9975
11101,0.9975
11102,0.0025
11103,0.0025
11104,0.9975
11105,0.5384185314178467
11106,0.0025
11107,0.9975
11108,0.0025
11109,0.0025
1111,0.0025
11110,0.0025
11111,0.9975
11112,0.9975
11113,0.010014322586357594
11114,0.9975
11115,0.0025
11116,0.9975
11117,0.9975
11118,0.0025
11119,0.0025
1112,0.0025
11120,0.004297034814953804
11121,0.8500130772590637
11122,0.0025
11123,0.9975
11124,0.0025
11125,0.9975
11126,0.9975
11127,0.0025
11128,0.9975
11129,0.0025
1113,0.0025
11130,0.0025
11131,0.0025
11132,0.9975
11133,0.9975
11134,0.9975
11135,0.0025
11136,0.0025
11137,0.0025
11138,0.9975
11139,0.9975
1114,0.9975
11140,0.9975
11141,0.9975
11142,0.0025
11143,0.9975
11144,0.0025
11145,0.9975
11146,0.9975
11147,0.9975
11148,0.9252393841743469
11149,0.9975
1115,0.9975
11150,0.0025
11151,0.9975
11152,0.9975
11153,0.9975
11154,0.9975
11155,0.9975
11156,0.0025
11157,0.9975
11158,0.0025
11159,0.9975
1116,0.9975
11160,0.0025
11161,0.9519724249839783
11162,0.0025
11163,0.0025
11164,0.9975
11165,0.9975
11166,0.0025
11167,0.0025
11168,0.0025
11169,0.9975
1117,0.0025
11170,0.9975
11171,0.0025
11172,0.0025
11173,0.9975
11174,0.9975
11175,0.9975
11176,0.9856228828430176
11177,0.02646329440176487
11178,0.9975
11179,0.0025
1118,0.0025
11180,0.9909403324127197
11181,0.9975
11182,0.9975
11183,0.0025
11184,0.0025
11185,0.0025
11186,0.0025
11187,0.0025
11188,0.9943581223487854
11189,0.9975
1119,0.0025
11190,0.0025
11191,0.9975
11192,0.0025
11193,0.9975
11194,0.9975
11195,0.9975
11196,0.0025
11197,0.0025
11198,0.0025
11199,0.0025
112,0.9975
1120,0.0025
11200,0.0025
11201,0.9975
11202,0.9975
11203,0.0025
11204,0.9975
11205,0.9975
11206,0.0025
11207,0.0025
11208,0.9975
11209,0.0025
1121,0.9975
11210,0.9975
11211,0.8071960210800171
11212,0.9975
11213,0.9975
11214,0.0025
11215,0.0025
11216,0.0025
11217,0.9975
11218,0.9975
11219,0.0025
1122,0.9975
11220,0.0025
11221,0.0025
11222,0.9975
11223,0.0025
11224,0.9975
11225,0.0025
11226,0.0025
11227,0.9975
11228,0.0025
11229,0.9975
1123,0.0025
11230,0.9975
11231,0.9975
11232,0.9975
11233,0.0025
11234,0.0025
11235,0.9975
11236,0.0025
11237,0.9975
11238,0.9975
11239,0.9975
1124,0.0025
11240,0.0025
11241,0.9927924871444702
11242,0.9975
11243,0.0025
11244,0.9975
11245,0.0025
11246,0.006296050269156694
11247,0.9975
11248,0.9975
11249,0.9975
1125,0.0025
11250,0.9975
11251,0.9975
11252,0.0025
11253,0.9975
11254,0.9975
11255,0.9975
11256,0.0025
11257,0.0025
11258,0.9975
11259,0.0025
1126,0.0025
11260,0.0025
11261,0.9975
11262,0.9975
11263,0.0025
11264,0.0025
11265,0.9975
11266,0.0025
11267,0.016769569367170334
11268,0.9822079539299011
11269,0.9975
1127,0.0025
11270,0.0025
11271,0.0025
11272,0.9975
11273,0.9975
11274,0.9975
11275,0.0025
11276,0.0025
11277,0.9975
11278,0.9975
11279,0.9975
1128,0.0025
11280,0.3897523283958435
11281,0.9975
11282,0.9975
11283,0.9975
11284,0.9975
11285,0.0025
11286,0.9975
11287,0.0025
11288,0.0025
11289,0.0025
1129,0.37297284603118896
11290,0.9975
11291,0.0025
11292,0.9975
11293,0.9975
11294,0.9975
11295,0.0025
11296,0.9975
11297,0.9975
11298,0.0025
11299,0.0025
113,0.9975
1130,0.9922838807106018
11300,0.9975
11301,0.0025
11302,0.9975
11303,0.9975
11304,0.9890056252479553
11305,0.9975
11306,0.9975
11307,0.9975
11308,0.9975
11309,0.9975
1131,0.9975
11310,0.9975
11311,0.9975
11312,0.9975
11313,0.0025
11314,0.9975
11315,0.018047815188765526
11316,0.9975
11317,0.0025
11318,0.0025
11319,0.9975
1132,0.0025
11320,0.9975
11321,0.9975
11322,0.9975
11323,0.0025
11324,0.0025
11325,0.0025
11326,0.9975
11327,0.9975
11328,0.0025
11329,0.9975
1133,0.0025
11330,0.0025
11331,0.9975
11332,0.9975
11333,0.9975
11334,0.97871333360672
11335,0.9975
11336,0.0025
11337,0.9975
11338,0.002758501097559929
11339,0.9975
1134,0.0025
11340,0.9975
11341,0.9975
11342,0.0025
11343,0.9975
11344,0.9975
11345,0.0025
11346,0.9975
11347,0.9975
11348,0.9975
11349,0.9975
1135,0.0025
11350,0.0025
11351,0.0025
11352,0.9975
11353,0.0025
11354,0.0025
11355,0.0025
11356,0.9975
11357,0.9975
11358,0.9975
11359,0.0025
1136,0.9975
11360,0.9975
11361,0.0025
11362,0.0025
11363,0.9975
11364,0.0025
11365,0.0025
11366,0.9975
11367,0.0025
11368,0.0025
11369,0.0025
1137,0.0025
11370,0.9975
11371,0.9975
11372,0.0025
11373,0.0025
11374,0.0025
11375,0.0025
11376,0.0025
11377,0.0025
11378,0.9975
11379,0.9975
1138,0.0025
11380,0.9841503500938416
11381,0.0025
11382,0.9975
11383,0.9975
11384,0.0025
11385,0.9975
11386,0.9975
11387,0.9975
11388,0.0025
11389,0.0025
1139,0.07762691378593445
11390,0.0025
11391,0.9975
11392,0.0025
11393,0.0025
11394,0.9975
11395,0.31538084149360657
11396,0.0025
11397,0.0025
11398,0.9975
11399,0.9975
114,0.0025
1140,0.0025
11400,0.9975
11401,0.0025
11402,0.9975
11403,0.0025
11404,0.0025
11405,0.0025
11406,0.9975
11407,0.0025
11408,0.9975
11409,0.0025
1141,0.0025
11410,0.0025
11411,0.9975
11412,0.9975
11413,0.0025
11414,0.005457647144794464
11415,0.0025
11416,0.9975
11417,0.8650132417678833
11418,0.0028166761621832848
11419,0.9975
1142,0.0025
11420,0.9975
11421,0.0025
11422,0.9975
11423,0.9975
11424,0.0025
11425,0.9975
11426,0.9975
11427,0.9975
11428,0.9975
11429,0.9975
1143,0.0025
11430,0.9975
11431,0.0025
11432,0.0025
11433,0.0025
11434,0.0025
11435,0.9975
11436,0.937107503414154
11437,0.9975
11438,0.9975
11439,0.9975
1144,0.9975
11440,0.0025
11441,0.9975
11442,0.9975
11443,0.9975
11444,0.0025
11445,0.9975
11446,0.0025
11447,0.0025
11448,0.9975
11449,0.9975
1145,0.9975
11450,0.0025
11451,0.9975
11452,0.5577188730239868
11453,0.9975
11454,0.9975
11455,0.0025
11456,0.0025
11457,0.0025
11458,0.9975
11459,0.9975
1146,0.9975
11460,0.0025
11461,0.9975
11462,0.0025
11463,0.0025
11464,0.9975
11465,0.0025
11466,0.0025
11467,0.0025
11468,0.9975
11469,0.9975
1147,0.9975
11470,0.9975
11471,0.0025
11472,0.9975
11473,0.9975
11474,0.0025
11475,0.0025
11476,0.0025
11477,0.0025
11478,0.9975
11479,0.0025
1148,0.0025
11480,0.0025
11481,0.0025
11482,0.9975
11483,0.9975
11484,0.0025
11485,0.0025
11486,0.9975
11487,0.9975
11488,0.9975
11489,0.0025
1149,0.9975
11490,0.9975
11491,0.0025
11492,0.0025
11493,0.0025
11494,0.9975
11495,0.0025
11496,0.9975
11497,0.9975
11498,0.0025
11499,0.0025
115,0.0025
1150,0.0025
11500,0.0025
11501,0.0025
11502,0.9371715188026428
11503,0.9975
11504,0.0025
11505,0.0025
11506,0.9975
11507,0.8539767265319824
11508,0.0025
11509,0.0025
1151,0.9975
11510,0.9975
11511,0.0025
11512,0.9369348287582397
11513,0.9975
11514,0.9975
11515,0.9975
11516,0.9975
11517,0.0025
11518,0.0025
11519,0.9975
